,Proposed,GDT_TS,target,ProQ3D,ProQ3,ProQ2,ProQ2D,VoroMQA,SBROD,Sato-3DCNN
T0920TS321_4,0.02424174733459949,6.849999999999999,T0920,0.203496,0.0850825,0.08667230000000001,0.183249,0.12047999999999999,1.34390060826,0.035385943949222565
T0920TS405_3,0.5115751624107361,39.63,T0920,0.397949,0.384088,0.346594,0.330881,0.32016500000000003,1.63958977778,0.34980350732803345
T0920TS180_1,0.012373867444694042,6.02,T0920,0.0836302,0.00889423,0.0784502,0.126916,0.16936199999999998,1.15535252301,0.030103636905550964
T0920TS382_3,0.628602147102356,38.94000000000001,T0920,0.544322,0.523837,0.596118,0.573331,0.3872,1.88066088841,0.4627591967582703
T0920TS455_3,0.0008170290966518222,4.21,T0920,0.0823605,-0.0801587,-0.045050599999999996,0.093832,0.163022,1.17726756346,0.02415659092366696
T0920TS345_5,0.6329572200775146,44.17,T0920,0.503588,0.50021,0.581186,0.567857,0.39364299999999997,1.8808364600099998,0.4614358842372894
T0920TS251_2,0.4272665083408356,38.56,T0920,0.342496,0.281796,0.294429,0.31452199999999997,0.295329,1.54965958134,0.28214022517204285
T0920TS444_1,0.6392285823822021,40.88000000000001,T0920,0.623077,0.625051,0.6445930000000001,0.615744,0.429629,1.8933680610699999,0.5451750755310059
T0920TS432_3,0.19103261828422546,17.78,T0920,0.253774,0.225054,0.286993,0.29586399999999996,0.222202,1.4633539153100001,0.161045640707016
T0920TS048_1,0.7269871234893799,50.42,T0920,0.596435,0.612313,0.659896,0.6315470000000001,0.43176899999999996,1.90650587914,0.5706300735473633
T0920TS432_5,0.20109707117080688,20.46,T0920,0.305346,0.232212,0.29031399999999996,0.310623,0.21902,1.44199917099,0.14317834377288818
T0920TS479_4,0.6153494715690613,36.62000000000001,T0920,0.55008,0.566593,0.588432,0.571509,0.383234,1.7944835483500001,0.4497102200984955
T0920TS455_1,0.0005135533283464613,4.44,T0920,0.07584260000000001,-0.0658589,0.00450467,0.101873,0.151122,1.1579433593000001,0.015303905121982098
T0920TS407_3,0.5679645538330078,39.81,T0920,0.5101319999999999,0.37446199999999996,0.470171,0.466797,0.302204,1.6408400587,0.3644760251045227
T0920TS444_5,0.6899625658988953,38.33,T0920,0.608071,0.631989,0.626106,0.592522,0.422238,1.83493488414,0.5175119638442993
T0920TS451_5,0.2554115653038025,20.69,T0920,0.37263,0.334412,0.341981,0.360772,0.20965599999999998,1.5324495311500002,0.14241527020931244
T0920TS026_1,0.4723274409770966,30.6,T0920,0.341363,0.29775300000000005,0.356678,0.376683,0.268156,1.51798752909,0.3421013951301575
T0920TS250_1,0.7223385572433472,46.99,T0920,0.610572,0.6471359999999999,0.673058,0.642889,0.42515200000000003,1.9167419267299999,0.5893396735191345
T0920TS321_3,0.020823845639824867,5.9700000000000015,T0920,0.19418,0.07179730000000001,0.09973530000000001,0.193726,0.12973099999999999,1.3668938555899999,0.028236057609319687
T0920TS275_1,0.525115430355072,34.63,T0920,0.456204,0.399198,0.454192,0.47163299999999997,0.366603,1.754923035,0.3684245645999909
T0920TS180_3,0.008069247007369995,5.09,T0920,0.14647000000000002,0.0771952,0.0885938,0.141301,0.184124,1.34596156106,0.03035110235214233
T0920TS077_5,0.7212479710578918,47.27,T0920,0.61075,0.602916,0.662044,0.637031,0.43997200000000003,1.95326149093,0.5468176007270813
T0920TS479_1,0.7440900206565857,42.69,T0920,0.6111979999999999,0.6362869999999999,0.654416,0.638342,0.416379,1.8759648558900002,0.5930247902870178
T0920TS425_4,0.7202922105789185,46.16,T0920,0.604321,0.595329,0.655231,0.6136050000000001,0.425339,1.90097165905,0.5732415914535522
T0920TS405_5,0.5070530772209167,41.44,T0920,0.389519,0.376847,0.344275,0.31796599999999997,0.327534,1.63076668679,0.3741031587123871
T0920TS026_5,0.3805046379566193,27.96,T0920,0.33784000000000003,0.259805,0.26019200000000003,0.311564,0.237657,1.50862989217,0.21387872099876404
T0920TS016_1,0.7313978672027588,43.84,T0920,0.576288,0.567124,0.646048,0.626196,0.4301180000000001,1.899006135,0.5460897088050842
T0920TS434_3,0.033089961856603615,8.15,T0920,0.160955,-0.00576364,-0.0112493,0.140267,0.101158,1.2135268987299999,0.025488998740911484
T0920TS425_1,0.7177075147628784,45.83,T0920,0.599777,0.578667,0.641372,0.6106729999999999,0.43173,1.8904420261099997,0.5512440800666809
T0920TS425_3,0.7253530621528625,46.06,T0920,0.6002460000000001,0.598116,0.646628,0.633574,0.43731099999999995,1.9029067904599997,0.5897275805473328
T0920TS444_4,0.6428056359291077,42.13,T0920,0.5901609999999999,0.6116,0.6462939999999999,0.618446,0.429933,1.79888935862,0.5392099618911743
T0920TS026_4,0.4793056547641754,39.17,T0920,0.35513,0.27626100000000003,0.296057,0.343642,0.257904,1.5435610470299999,0.32803624868392944
T0920TS258_1,0.3035189509391785,31.81,T0920,0.316567,0.19003299999999998,0.301192,0.34327199999999997,0.21638800000000002,1.53205610621,0.17044667899608612
T0920TS026_3,0.4938511252403259,39.17,T0920,0.384236,0.32719899999999996,0.37822100000000003,0.4015260000000001,0.26176,1.50414115639,0.345400333404541
T0920TS407_5,0.5731663107872009,36.9,T0920,0.529574,0.42331599999999997,0.47847,0.48138400000000003,0.287028,1.71512369887,0.3145102858543396
T0920TS405_1,0.5195614695549011,42.73,T0920,0.402999,0.380502,0.378013,0.329867,0.334609,1.66040047231,0.38050246238708496
T0920TS464_2,0.005873361136764288,4.63,T0920,0.11009300000000001,-0.0733693,-0.105592,0.09264889999999999,0.0679182,1.08430531917,0.02775759249925613
T0920TS434_4,0.017938407137989998,8.56,T0920,0.14861300000000002,0.0514914,0.0454234,0.121743,0.11636700000000001,1.2067567528,0.025883730500936508
T0920TS180_4,0.006733986083418131,6.39,T0920,0.0930409,0.0324123,0.0779708,0.140542,0.166164,1.3161532851100002,0.022387359291315082
T0920TS250_4,0.7331847548484802,44.35,T0920,0.605588,0.6369859999999999,0.660566,0.62653,0.433134,1.9223073304,0.6130141615867615
T0920TS258_3,0.2816047668457031,29.17,T0920,0.296635,0.176424,0.270518,0.32827,0.236389,1.5416238482100002,0.1428193897008896
T0920TS357_5,0.3938356339931488,42.36,T0920,0.34019,0.34047,0.253573,0.24405100000000002,0.230859,1.4842608296700002,0.21096815168857566
T0920TS220_4,0.8147081136703491,47.92,T0920,0.6887220000000001,0.730809,0.757475,0.70552,0.45786899999999997,1.9726778256400002,0.7285788059234619
T0920TS183_1,0.7246850728988647,41.71,T0920,0.632153,0.665133,0.673546,0.642216,0.403057,1.8434410819599998,0.5661819577217102
T0920TS382_2,0.6358497142791748,39.31,T0920,0.561297,0.513181,0.5827600000000001,0.5833470000000001,0.390333,1.89831727793,0.4784372746944428
T0920TS451_3,0.26897844672203064,20.93,T0920,0.410105,0.361649,0.374974,0.3627260000000001,0.2318530000000001,1.55438257498,0.1383947879076004
T0920TS345_4,0.6589783430099487,41.99,T0920,0.546295,0.553688,0.622054,0.607718,0.40968999999999994,1.8451568496900002,0.4862043857574463
T0920TS382_1,0.6328392624855042,39.68,T0920,0.536377,0.52422,0.594168,0.582491,0.38598299999999997,1.86712189195,0.4472642242908478
T0920TS250_2,0.7246297001838684,45.42,T0920,0.6272800000000001,0.647544,0.68238,0.651328,0.42433000000000004,1.91420286268,0.5794740319252014
T0920TS452_4,0.4839381873607636,39.72,T0920,0.329955,0.23909699999999998,0.325106,0.34776,0.30535999999999996,1.4563340576800001,0.3453199565410614
T0920TS464_3,0.506217896938324,38.56,T0920,0.35378699999999996,0.283887,0.324153,0.349093,0.323619,1.62558183162,0.3544374704360962
T0920TS407_2,0.5276303291320801,41.94,T0920,0.405317,0.38121,0.48102799999999996,0.490939,0.31745500000000004,1.6383883361000002,0.3653557300567627
T0920TS236_1,0.575308620929718,44.72,T0920,0.443929,0.415775,0.505202,0.500938,0.345638,1.81070370278,0.4390528500080109
T0920TS452_1,0.699517548084259,40.51000000000001,T0920,0.5548930000000001,0.49400900000000003,0.593083,0.583056,0.406837,1.8618340298599998,0.4836739003658295
T0920TS432_2,0.14993040263652802,18.43,T0920,0.260834,0.218561,0.263392,0.29291999999999996,0.20625900000000005,1.4454137793700002,0.06794386357069017
T0920TS275_5,0.4931809306144714,31.16,T0920,0.4399,0.41141300000000003,0.491519,0.4592890000000001,0.353496,1.7754982998400002,0.3413975536823273
T0920TS313_5,0.6782868504524231,42.13,T0920,0.621696,0.627921,0.589488,0.593715,0.35136999999999996,1.8210575963999998,0.4324529767036438
T0920TS444_2,0.6424362659454346,38.8,T0920,0.602023,0.642717,0.660611,0.625103,0.430385,1.8385406484599998,0.5456901788711548
T0920TS220_3,0.7937147617340088,48.06,T0920,0.671938,0.715299,0.734472,0.679869,0.46484200000000003,1.96965345968,0.7246593236923218
T0920TS432_4,0.15574392676353455,20.05,T0920,0.239669,0.162613,0.22977199999999998,0.25744,0.191135,1.40620267995,0.07852136343717575
T0920TS287_4,0.5318478345870972,45.09,T0920,0.368883,0.354637,0.43487200000000004,0.42671800000000004,0.34417,1.7440994302400001,0.4426016211509705
T0920TS451_1,0.2306233495473861,18.29,T0920,0.348071,0.314875,0.320913,0.326443,0.202478,1.4745181866600001,0.12149747461080553
T0920TS275_3,0.5093647837638855,34.4,T0920,0.463553,0.415463,0.47083800000000003,0.500899,0.354856,1.7301200233,0.3292946219444275
T0920TS321_2,0.01541278697550297,5.6,T0920,0.199234,0.116335,0.10913199999999999,0.173824,0.11759100000000001,1.34040023234,0.023542912676930428
T0920TS275_4,0.6026144027709961,37.73,T0920,0.45520900000000003,0.480416,0.538515,0.5012439999999999,0.373582,1.8172786834799999,0.4116244912147522
T0920TS380_1,0.4723274409770966,30.6,T0920,0.341363,0.29775300000000005,0.356678,0.376683,0.268156,1.51798752909,0.3421013951301575
T0920TS434_5,0.03800798952579498,8.52,T0920,0.145587,0.0387539,0.0739672,0.125971,0.111989,1.13123182402,0.03411620482802391
T0920TS119_1,0.7242988348007202,42.87000000000001,T0920,0.5705600000000001,0.52384,0.553012,0.565022,0.319326,1.8566916348400002,0.444526344537735
T0920TS005_4,0.7974599003791809,44.26,T0920,0.706685,0.762135,0.721527,0.688233,0.4598100000000001,1.85539360283,0.6757988929748535
T0920TS180_2,0.042842056602239616,6.67,T0920,0.144763,0.0451112,0.08795839999999999,0.16006900000000002,0.181773,1.38265330462,0.07325903326272963
T0920TS236_2,0.6055057048797607,45.05,T0920,0.480228,0.474883,0.561342,0.538018,0.40680900000000003,1.87446266537,0.4762677550315857
T0920TS451_2,0.19926688075065613,17.920000000000005,T0920,0.350379,0.30969800000000003,0.31945,0.338308,0.20405299999999998,1.51484382217,0.09669111669063568
T0881TS345_2,0.18224255740642548,60.27,T0881,0.243242,0.375424,0.36571,0.173449,0.354037,1.49468245111,0.1964273899793625
T0881TS444_5,0.13010482490062714,50.86999999999999,T0881,0.22804899999999997,0.334619,0.310828,0.160524,0.372012,1.50810114733,0.1693263053894043
T0881TS425_5,0.09598028659820557,58.17,T0881,0.17636500000000002,0.218941,0.210945,0.11772300000000001,0.345859,1.4035787657799998,0.14356811344623566
T0881TS479_4,0.1149122193455696,62.5,T0881,0.268333,0.428831,0.353186,0.165011,0.362473,1.5004767438,0.24545533955097198
T0881TS236_3,0.20784763991832733,65.59,T0881,0.2416510000000001,0.323727,0.365705,0.161719,0.39813000000000004,1.49997562864,0.2603605389595032
T0881TS444_2,0.15288086235523224,52.1,T0881,0.24639699999999998,0.33881100000000003,0.361752,0.17393699999999998,0.359879,1.47641094711,0.18988166749477384
T0881TS495_3,0.19441258907318115,61.51,T0881,0.23914000000000002,0.422914,0.37867,0.161048,0.40359,1.5065271437099998,0.2201287746429444
T0881TS321_3,0.03032228723168373,13.239999999999998,T0881,0.11848900000000001,0.120831,0.0456096,0.114748,0.133156,1.3251807414899999,0.017417408525943756
T0881TS258_2,0.16864033043384552,56.56,T0881,0.232496,0.38548699999999997,0.32758000000000004,0.14307999999999998,0.396482,1.52024605224,0.2028791606426239
T0881TS250_4,0.2368544787168503,64.85,T0881,0.263908,0.48505299999999996,0.417091,0.183856,0.44239799999999996,1.56103282317,0.3202577829360962
T0881TS357_3,0.07477974891662598,55.06999999999999,T0881,0.20291199999999998,0.265857,0.211851,0.1316,0.264784,1.3715465696,0.10081011801958084
T0881TS405_2,0.15386632084846494,61.14000000000001,T0881,0.22334099999999998,0.37705500000000003,0.365176,0.15219000000000002,0.396444,1.4800285805700002,0.1939330846071244
T0881TS495_5,0.168491929769516,60.89,T0881,0.21765199999999998,0.396094,0.346982,0.149868,0.384154,1.5258157691499998,0.19674712419509888
T0881TS357_5,0.07420247048139572,55.06999999999999,T0881,0.179855,0.233721,0.200548,0.11031400000000001,0.28194400000000003,1.39551559549,0.10151955485343933
T0881TS425_3,0.10405141860246657,59.78,T0881,0.156399,0.21338400000000002,0.199104,0.112844,0.344646,1.4373674709600002,0.16009025275707245
T0881TS464_4,0.1021166518330574,51.97999999999999,T0881,0.141647,0.134786,0.191934,0.120649,0.354127,1.4589712113100002,0.13842561841011047
T0881TS180_1,0.015659540891647342,11.88,T0881,0.10104400000000001,0.18929,0.17783800000000002,0.0819049,0.257471,1.38317470621,0.028601864352822307
T0881TS349_1,0.10096435993909836,55.69,T0881,0.22238899999999998,0.312605,0.305877,0.149595,0.35612,1.4731811917700002,0.1796272248029709
T0881TS077_5,0.09545235335826874,56.68,T0881,0.19332,0.28411,0.27581300000000003,0.137649,0.36799899999999997,1.4389379392800001,0.14277559518814087
T0881TS345_3,0.14916539192199707,57.05,T0881,0.211731,0.378066,0.336041,0.151059,0.424476,1.5362854746899999,0.21877875924110413
T0881TS287_5,0.14408084750175476,59.53000000000001,T0881,0.17247300000000002,0.30487,0.280062,0.135488,0.376186,1.47674373928,0.2279729545116425
T0881TS405_1,0.1273709237575531,61.02000000000001,T0881,0.226884,0.30940300000000004,0.306515,0.162235,0.38010700000000003,1.4941246377500002,0.14766158163547516
T0881TS434_1,0.010413477197289469,14.11,T0881,0.0659897,0.020036099999999998,0.0329685,0.0456745,0.137267,1.2122298568799998,0.00498784938827157
T0881TS275_2,0.12027519196271895,55.32,T0881,0.199265,0.250472,0.272934,0.14774500000000002,0.363165,1.42774468925,0.1788748800754547
T0881TS357_1,0.0925685614347458,55.2,T0881,0.16211199999999998,0.19384500000000002,0.174537,0.114452,0.294376,1.38083585027,0.07496419548988342
T0881TS380_1,0.1432187855243683,56.31,T0881,0.23241199999999998,0.376153,0.325802,0.169898,0.390667,1.51259702163,0.2302127927541733
T0881TS359_2,0.16945640742778778,54.7,T0881,0.24007699999999998,0.38843099999999997,0.347114,0.155033,0.398359,1.52619094365,0.27589356899261475
T0881TS077_2,0.09758288413286208,59.03,T0881,0.18243099999999998,0.312764,0.291055,0.128769,0.390295,1.44234760461,0.17557215690612793
T0881TS005_3,0.2519933879375458,58.79,T0881,0.330309,0.60222,0.45774499999999996,0.198684,0.489942,1.54761798623,0.30367302894592285
T0881TS236_4,0.19377170503139496,63.85999999999999,T0881,0.242562,0.387021,0.366653,0.16724,0.435026,1.4825954711700002,0.2466501742601395
T0881TS467_3,0.15298844873905182,49.75,T0881,0.172457,0.292575,0.251328,0.145927,0.35949699999999996,1.40863009565,0.2101015746593476
T0881TS432_3,0.020414283499121662,13.119999999999996,T0881,0.13108499999999998,0.267908,0.293431,0.11464,0.258253,1.4015380675,0.0317649282515049
T0881TS382_2,0.2057866007089615,58.66,T0881,0.25675,0.417925,0.387834,0.166159,0.406479,1.44517957681,0.22728468477725985
T0881TS432_1,0.02736507728695869,12.01,T0881,0.14128,0.25337,0.2430070000000001,0.132627,0.264731,1.33828561409,0.03595111891627312
T0881TS421_2,0.1738147884607315,58.91,T0881,0.224735,0.25183099999999997,0.259525,0.160055,0.32556799999999997,1.46888477588,0.1954573392868042
T0881TS166_1,0.09262243658304213,46.66,T0881,0.11873,0.169012,0.175786,0.10699700000000001,0.361467,1.40054573818,0.19972902536392206
T0881TS250_2,0.2162525057792664,64.73,T0881,0.26358000000000004,0.4842,0.439572,0.18313800000000002,0.414757,1.55872095354,0.25943833589553833
T0881TS250_5,0.2290222644805908,64.6,T0881,0.269254,0.4858520000000001,0.43032,0.181144,0.430792,1.5561304638299998,0.2859918475151062
T0881TS005_1,0.24223026633262634,63.49,T0881,0.295765,0.5396479999999999,0.364781,0.169475,0.459967,1.5887775622799998,0.2674022614955902
