,Proposed,GDT_TS,target,ProQ3D,ProQ3,ProQ2,ProQ2D,VoroMQA,SBROD,Sato-3DCNN
T0765TS251_4,0.12936319410800934,48.03,T0765,0.18298,0.196252,0.268486,0.295522,0.230135,1.2508497067,0.09924276173114777
T0765TS117_3,0.18647661805152893,50.0,T0765,0.219284,0.114398,0.139518,0.192684,0.175931,1.11924887573,0.12984243035316467
T0765TS381_4,0.18063083291053766,34.21,T0765,0.374122,0.264025,0.274883,0.30579,0.221401,1.27594952345,0.1518767774105072
T0765TS499_5,0.3995360732078552,53.95,T0765,0.439575,0.564188,0.59635,0.526571,0.435651,1.3047544050700002,0.333680272102356
T0765TS448_1,0.1273331493139267,40.79,T0765,0.294981,0.345839,0.331547,0.253727,0.328753,1.26329370706,0.15719151496887207
T0765TS345_5,0.27118635177612305,50.33,T0765,0.41278,0.443806,0.441875,0.406886,0.336907,1.3189682680200001,0.1769137978553772
T0765TS414_2,0.11555087566375732,34.87,T0765,0.32151,0.275939,0.282061,0.280555,0.230888,1.2753179517,0.12739048898220062
T0765TS156_5,0.18996429443359367,55.26,T0765,0.32653000000000004,0.278138,0.286039,0.256753,0.222186,1.23262290285,0.034336205571889884
T0765TS420_5,0.3226791322231293,67.11,T0765,0.28330500000000003,0.207725,0.210581,0.220562,0.202132,1.23928620867,0.2950378060340881
T0765TS008_4,0.2731539011001587,65.13,T0765,0.300833,0.214304,0.233966,0.256145,0.233698,1.2623653789799998,0.2552622556686401
T0765TS171_1,0.0845920592546463,32.9,T0765,0.211642,0.162829,0.198075,0.231775,0.17723,1.21431470313,0.13429589569568634
T0765TS479_5,0.3732730150222778,57.57,T0765,0.444823,0.548138,0.497967,0.5092220000000001,0.340841,1.33360566285,0.2314603924751281
T0765TS038_2,0.5017869472503662,76.64,T0765,0.525616,0.482168,0.488323,0.493923,0.29075700000000004,1.36309111989,0.3628361225128174
T0765TS499_1,0.4957101345062256,78.95,T0765,0.566743,0.667516,0.608779,0.591839,0.438132,1.38615195933,0.4947682321071625
T0765TS349_1,0.3970682919025421,69.41,T0765,0.3778780000000001,0.329787,0.233887,0.279647,0.208293,1.28491887549,0.26528605818748474
T0765TS346_1,0.06667271256446837,45.72,T0765,0.232263,0.213947,0.154548,0.17668599999999998,0.122855,1.18600841939,0.04022592306137085
T0765TS008_3,0.3620994985103607,69.74,T0765,0.350316,0.272462,0.211078,0.279197,0.200576,1.2350167242499999,0.23138609528541565
T0765TS335_2,0.12729573249816895,33.88,T0765,0.352567,0.270675,0.299954,0.335057,0.229762,1.29349091499,0.11315131187438965
T0765TS228_4,0.029804807156324387,31.25,T0765,0.210847,0.217901,0.286741,0.26236,0.220209,1.18347609434,0.056781105697155
T0765TS160_2,0.1288226991891861,45.72,T0765,0.223315,0.15066500000000002,0.200486,0.218318,0.19484,1.32509482824,0.0623767301440239
T0765TS117_1,0.1862619519233704,55.59,T0765,0.237037,0.147399,0.149606,0.224135,0.168128,1.1310566346100002,0.12800022959709167
T0765TS448_3,0.11398419737815856,41.78,T0765,0.303362,0.338561,0.322496,0.258254,0.320311,1.26484102864,0.13727998733520508
T0765TS420_4,0.2639544010162353,65.79,T0765,0.296097,0.190005,0.206248,0.256616,0.240621,1.28180344155,0.2268912196159363
T0765TS410_5,0.11178060621023178,57.24,T0765,0.289264,0.277396,0.266359,0.254058,0.230481,1.27360242512,0.13899902999401093
T0765TS041_2,0.26560553908348083,58.55,T0765,0.333494,0.241867,0.29076,0.277911,0.237157,1.23579302612,0.21857097744941711
T0765TS300_2,0.1544572412967682,56.58,T0765,0.226868,0.0923865,0.124231,0.19962,0.16689,1.20172115485,0.17724275588989258
T0765TS228_2,0.034743763506412506,30.92,T0765,0.150391,0.1264,0.190965,0.177271,0.218954,1.1916471243,0.052820254117250436
T0765TS479_3,0.34472227096557617,54.28000000000001,T0765,0.36452,0.508128,0.4481979999999999,0.441546,0.359448,1.40109284336,0.22561153769493106
T0765TS452_3,0.1297091394662857,34.21,T0765,0.30888000000000004,0.280274,0.289823,0.278331,0.26274000000000003,1.29086297969,0.13527297973632812
T0765TS011_3,0.20820781588554385,33.550000000000004,T0765,0.316948,0.301282,0.33250100000000005,0.279471,0.281558,1.2895971021200001,0.13891996443271634
T0765TS038_3,0.4786708354949951,78.95,T0765,0.494848,0.517437,0.4578680000000001,0.440787,0.31086,1.33927599601,0.3489747941493988
T0765TS008_5,0.3063176870346069,63.82,T0765,0.27165700000000004,0.16519,0.180111,0.227194,0.22081,1.1869223133,0.2129042148590088
T0765TS349_4,0.3018454313278198,64.14,T0765,0.381498,0.297509,0.248939,0.27288,0.244793,1.26542034422,0.29424285888671875
T0765TS410_2,0.1526157259941101,48.68,T0765,0.41663,0.386726,0.356897,0.353688,0.257569,1.26831325361,0.13311165571212769
T0765TS300_1,0.1045025885105133,54.6,T0765,0.220389,0.130924,0.160578,0.205486,0.159658,1.1874590086399999,0.026657175272703167
T0765TS436_4,0.06486181169748306,50.33,T0765,0.285233,0.166791,0.190688,0.25775,0.161288,1.22747539875,0.1413290798664093
T0765TS345_3,0.4311349987983704,53.95,T0765,0.396046,0.5638489999999999,0.529795,0.471038,0.440468,1.29672560529,0.3696788549423218
T0765TS479_2,0.2024770379066468,54.93,T0765,0.193552,0.115676,0.07899969999999999,0.18673,0.207806,1.19798827203,0.12383988499641416
T0765TS414_5,0.1538698375225067,33.22,T0765,0.31450500000000003,0.25697,0.24580700000000005,0.273972,0.2462,1.2639388056299998,0.13406246900558472
T0765TS335_5,0.1314307004213333,33.550000000000004,T0765,0.27171,0.213107,0.259842,0.276886,0.221234,1.25032940924,0.1241665780544281
T0765TS454_1,0.2357085943222046,56.25,T0765,0.380866,0.332706,0.245303,0.278824,0.227421,1.3082428887,0.19298014044761652
T0765TS410_3,0.3464236855506897,65.13,T0765,0.366899,0.299169,0.241409,0.320309,0.227154,1.31147890155,0.3147874176502228
T0765TS237_1,0.05023786425590515,44.74,T0765,0.235759,0.10709,0.0965203,0.214113,0.12676099999999998,1.21649316739,0.037333182990551
T0765TS184_3,0.5276869535446167,81.58,T0765,0.515734,0.62752,0.45396,0.44046,0.37905,1.37801801026,0.4356645345687866
T0765TS216_5,0.23353323340415955,61.51,T0765,0.390108,0.33179699999999995,0.290174,0.335509,0.21584,1.28613854767,0.2440125644207001
T0765TS410_4,0.2451777458190918,56.58,T0765,0.294323,0.285389,0.292268,0.283994,0.23139,1.25363682848,0.1632520854473114
T0765TS381_1,0.17410001158714294,33.88,T0765,0.342346,0.270781,0.272859,0.281196,0.261375,1.30254627073,0.1312018483877182
T0765TS251_2,0.16175803542137146,37.17,T0765,0.264614,0.362219,0.369727,0.341233,0.25029,1.33937785139,0.13649773597717285
T0765TS277_1,0.5073499083518982,77.96,T0765,0.54413,0.618951,0.532787,0.5032,0.388698,1.3974546720200005,0.4625292718410492
T0765TS263_1,0.3710812330245972,67.11,T0765,0.413355,0.38927,0.47085,0.475372,0.37876,1.31974271698,0.28989362716674805
T0765TS454_5,0.2643316984176636,56.91,T0765,0.444769,0.5478770000000001,0.489314,0.427234,0.33155100000000004,1.29380085445,0.19256582856178284
T0765TS381_2,0.15116626024246216,33.22,T0765,0.348396,0.272612,0.299893,0.328891,0.253136,1.28251590024,0.13613905012607574
T0765TS452_4,0.17066192626953125,34.87,T0765,0.374509,0.341883,0.36554,0.324706,0.251347,1.27843765674,0.1104014739394188
T0765TS041_4,0.2003999650478363,32.9,T0765,0.278385,0.243842,0.274582,0.30439,0.189344,1.26264256719,0.1016424596309662
T0765TS184_1,0.3971579670906067,67.43,T0765,0.499499,0.550204,0.468224,0.457717,0.331401,1.3086121362,0.3159785866737366
T0765TS277_3,0.2902936637401581,56.91,T0765,0.5139670000000001,0.661656,0.589046,0.565268,0.41313,1.36950066148,0.13562296330928802
T0765TS499_4,0.4374965727329254,59.540000000000006,T0765,0.558714,0.641748,0.607143,0.5594640000000001,0.382597,1.38140778406,0.3565823435783386
T0765TS251_1,0.3966878652572632,73.68,T0765,0.447693,0.4842260000000001,0.5282819999999999,0.4935229999999999,0.317897,1.33959467869,0.2823024392127991
T0765TS349_2,0.3616302907466888,65.79,T0765,0.414602,0.32768,0.246184,0.293235,0.237019,1.2904212746500001,0.27747058868408203
T0765TS110_1,0.19842666387557986,60.2,T0765,0.274482,0.201781,0.189823,0.24003,0.162876,1.23915856809,0.10217302292585373
T0765TS263_5,0.04055902361869812,29.28,T0765,0.280058,0.229744,0.257758,0.254661,0.226585,1.26811292616,0.06063975393772125
T0765TS008_1,0.3785597681999207,70.72,T0765,0.34222,0.286866,0.27455300000000005,0.30051500000000003,0.195895,1.229104535,0.2534087896347046
T0765TS349_3,0.3376997113227844,66.45,T0765,0.40078,0.357615,0.281185,0.285051,0.230505,1.28221003375,0.2665495574474335
T0765TS452_1,0.16608598828315735,33.22,T0765,0.361847,0.287221,0.31707,0.329478,0.2603,1.3143894758399999,0.18789120018482208
T0765TS263_4,0.3246297836303711,61.51,T0765,0.443597,0.453806,0.4486560000000001,0.41924,0.342723,1.30865219249,0.19483476877212524
T0765TS420_2,0.2851966917514801,65.13,T0765,0.33776100000000003,0.240217,0.22108000000000005,0.28665100000000004,0.199619,1.24261780278,0.1834785044193268
T0765TS268_4,0.38062816858291626,61.18,T0765,0.42517,0.486569,0.4925310000000001,0.422968,0.32862,1.3260321216500002,0.22030456364154816
T0765TS022_1,0.3360421657562256,62.5,T0765,0.346564,0.208746,0.155704,0.230894,0.272799,1.3112892411900001,0.4060384929180145
T0765TS452_2,0.15598703920841214,33.88,T0765,0.377054,0.34123000000000003,0.3335,0.328356,0.239162,1.2906889792,0.14720210433006287
T0765TS011_4,0.2020951360464096,33.88,T0765,0.336789,0.311839,0.342501,0.29483200000000004,0.25969000000000003,1.30160791508,0.12787121534347534
T0765TS454_3,0.17968860268592834,45.4,T0765,0.409555,0.444363,0.342965,0.280037,0.268534,1.28066765751,0.03726606070995332
T0765TS279_1,0.2838150858879089,59.87000000000001,T0765,0.272493,0.267244,0.17932,0.28544,0.149917,1.27670779091,0.14756284654140472
T0765TS448_2,0.13361912965774536,40.79,T0765,0.31243200000000004,0.344537,0.316834,0.256614,0.332115,1.25487079973,0.14776110649108887
T0765TS251_3,0.14153215289115906,38.82,T0765,0.32137,0.408722,0.425715,0.384769,0.27212,1.30587749649,0.09946613013744354
T0765TS038_5,0.379595547914505,35.53,T0765,0.531033,0.493437,0.531033,0.5159,0.339328,1.3882188082,0.3162543773651123
T0765TS300_5,0.15866053104400635,56.58,T0765,0.207867,0.116877,0.167847,0.236093,0.165293,1.18179453075,0.18168996274471289
T0765TS073_1,0.05454117804765701,30.92,T0765,0.259448,0.213079,0.19167,0.232648,0.22313,1.27872515059,0.08458463102579117
T0765TS251_5,0.19591715931892395,37.83000000000001,T0765,0.297117,0.46733,0.49563,0.445457,0.260649,1.31693006905,0.17245863378047946
T0765TS268_5,0.2296365797519684,52.63,T0765,0.366583,0.398043,0.386533,0.323831,0.285283,1.27110379086,0.1388668566942215
T0765TS414_4,0.15195420384407046,33.88,T0765,0.37248,0.268194,0.290912,0.306203,0.273257,1.28972683064,0.11545168608427048
T0765TS345_1,0.2261528670787812,47.37000000000001,T0765,0.331629,0.392104,0.457798,0.441574,0.337751,1.3037337390200001,0.12894728779792786
T0765TS454_2,0.3062658905982971,66.78,T0765,0.360606,0.324563,0.239907,0.306051,0.226961,1.2693702416700001,0.191800057888031
T0765TS448_5,0.13324309885501862,42.76,T0765,0.28317600000000004,0.316409,0.27742100000000003,0.255158,0.29240700000000003,1.26273224764,0.07087303698062898
T0765TS038_4,0.3082249164581299,29.93,T0765,0.381185,0.350698,0.414288,0.350412,0.33501,1.33126933828,0.26941055059432983
T0765TS263_2,0.3520591259002685,65.13,T0765,0.437202,0.524016,0.492896,0.439129,0.339875,1.29265637679,0.20409661531448364
T0765TS492_4,0.17906233668327332,54.93,T0765,0.30692800000000003,0.197731,0.185542,0.275326,0.187944,1.23836789924,0.2416174858808517
T0765TS022_2,0.39297202229499817,61.84,T0765,0.319675,0.175742,0.159936,0.269258,0.290503,1.29108982144,0.3302986919879913
T0765TS011_5,0.1715085655450821,33.88,T0765,0.331217,0.275638,0.299635,0.27620300000000003,0.231713,1.2929058468,0.12885136902332306
T0765TS335_4,0.16330763697624207,33.88,T0765,0.36489,0.311527,0.329999,0.312836,0.240788,1.28326580956,0.11309376358985901
T0765TS499_2,0.2505305409431457,48.03,T0765,0.398928,0.578213,0.5965520000000001,0.479159,0.463559,1.3317431308,0.27860042452812195
T0765TS448_4,0.12651634216308594,40.46,T0765,0.311516,0.372847,0.345883,0.287922,0.335798,1.25898846267,0.09579716622829436
T0765TS499_3,0.4748640954494476,59.21,T0765,0.486551,0.547307,0.549752,0.552531,0.392581,1.37039555404,0.3363929390907288
T0765TS216_4,0.1932625025510788,63.49,T0765,0.374335,0.27960300000000005,0.232541,0.284155,0.229196,1.3153537700700002,0.24761521816253665
T0765TS349_5,0.2767254114151001,64.47,T0765,0.380486,0.299036,0.231847,0.245021,0.214601,1.27872656766,0.2609773576259613
T0765TS300_3,0.2019873857498169,54.6,T0765,0.25907800000000003,0.07441410000000001,0.0975715,0.242788,0.162225,1.2582259257500001,0.0968279168009758
T0765TS492_5,0.09452858567237854,45.07,T0765,0.235176,0.179302,0.217105,0.212339,0.171565,1.12288129352,0.05802528560161591
T0765TS117_4,0.20448191463947296,56.25,T0765,0.25516700000000003,0.158525,0.173342,0.246965,0.180603,1.2220167862,0.1910431683063507
T0765TS454_4,0.1771228015422821,42.43,T0765,0.368866,0.424353,0.40693,0.33879000000000004,0.275946,1.3258827035,0.09679567813873292
T0765TS277_5,0.13237600028514862,49.34000000000001,T0765,0.295564,0.314118,0.285212,0.28637,0.180839,1.16147217831,0.09812721610069276
T0765TS381_5,0.1649710088968277,34.87,T0765,0.4091280000000001,0.34773200000000004,0.34494,0.340134,0.267691,1.29415234667,0.13732729852199554
T0765TS171_4,0.07945378124713898,33.550000000000004,T0765,0.197052,0.16306600000000002,0.20791,0.195827,0.17183099999999998,1.21228239311,0.05495099350810051
T0765TS414_1,0.15477073192596436,34.21,T0765,0.34765300000000005,0.292168,0.300693,0.298484,0.261733,1.3047379026,0.14440734684467316
T0765TS171_3,0.0764668881893158,33.22,T0765,0.221075,0.180995,0.195021,0.196367,0.180511,1.20810033519,0.10612010210752487
T0765TS479_1,0.3922060132026672,49.01,T0765,0.443845,0.626037,0.578182,0.53559,0.413458,1.3659908053,0.25014567375183105
T0765TS268_1,0.3688333630561829,52.63,T0765,0.494717,0.5944119999999999,0.572824,0.5364720000000001,0.402235,1.38990128734,0.3143138885498047
T0765TS038_1,0.4733402132987976,75.0,T0765,0.469478,0.457221,0.434943,0.450935,0.2479780000000001,1.35945151528,0.3481603264808655
T0765TS300_4,0.17857158184051514,56.91,T0765,0.227628,0.07084270000000001,0.102654,0.213205,0.157876,1.1864394647499998,0.1230413094162941
T0765TS268_3,0.215362548828125,43.42,T0765,0.399334,0.50361,0.5557810000000001,0.469622,0.435645,1.35792950163,0.1426054686307907
T0765TS022_4,0.3121450543403625,61.18,T0765,0.312553,0.187036,0.179271,0.281084,0.283589,1.2920098609100001,0.2819327116012573
T0765TS436_2,0.0602995902299881,50.33,T0765,0.290446,0.207061,0.188209,0.258679,0.16456400000000002,1.22870405078,0.12361004948616028
T0765TS184_5,0.3253045082092285,59.540000000000006,T0765,0.354351,0.551423,0.443982,0.384819,0.307396,1.3615854325,0.21956321597099304
T0765TS210_1,0.10113596171140672,48.35,T0765,0.2419280000000001,0.204252,0.14455,0.16383699999999998,0.141787,1.20919295575,0.04840252548456192
T0765TS011_1,0.21944701671600345,34.21,T0765,0.390091,0.359689,0.356057,0.332196,0.316785,1.2993888324,0.1498146504163742
T0765TS414_3,0.1463409960269928,33.22,T0765,0.326333,0.270777,0.30146,0.306331,0.274755,1.25000145412,0.1286594271659851
T0828TS454_4,0.01992838643491268,12.36,T0828,0.182296,0.2072,0.199474,0.178002,0.201284,1.4431870192700005,0.10035707801580428
T0828TS479_1,0.09731722623109818,15.909999999999998,T0828,0.195484,0.374505,0.364367,0.21675100000000005,0.330318,1.4921518841699999,0.25605109333992004
T0828TS335_1,0.03571414202451706,12.22,T0828,0.197993,0.144041,0.130313,0.169044,0.209268,1.4965154807899999,0.07878853380680084
T0828TS381_1,0.03046775795519352,12.64,T0828,0.214761,0.154494,0.160501,0.19806,0.220372,1.51215505944,0.10584085434675217
T0828TS041_5,0.03804878145456314,14.06,T0828,0.202158,0.0779637,0.0590981,0.194538,0.197714,1.4822066185299998,0.11338996142148973
T0828TS212_2,0.09592955559492113,35.09,T0828,0.218869,0.181858,0.188888,0.199573,0.247152,1.47762681266,0.18380065262317652
T0828TS216_1,0.03441965952515602,30.4,T0828,0.102593,-0.0411594,0.0159184,0.139835,0.180775,1.2091216953100001,0.14762046933174133
T0828TS345_1,0.059284493327140815,15.340000000000002,T0828,0.2472820000000001,0.23755,0.215347,0.20708,0.245593,1.49145096345,0.1388530731201172
T0828TS156_5,0.026564687490463257,20.17,T0828,0.110246,0.0575217,0.116447,0.13328099999999998,0.211709,1.3493050702899998,0.12340744584798813
T0828TS345_3,0.0683656632900238,14.35,T0828,0.239602,0.207869,0.24507,0.240622,0.257186,1.4924062342,0.14849743247032166
T0828TS452_5,0.03780892491340637,12.07,T0828,0.184525,0.118527,0.114586,0.17635499999999998,0.209918,1.49717351511,0.09858503192663193
T0828TS454_2,0.05139420554041863,16.760000000000005,T0828,0.146154,0.0988383,0.104351,0.148109,0.214746,1.3675264692299998,0.0770174115896225
T0828TS345_4,0.06572239845991135,15.909999999999998,T0828,0.256556,0.242304,0.285551,0.240573,0.238686,1.46001838065,0.11586908996105195
T0828TS171_1,0.009330290369689465,12.07,T0828,0.10688,-0.116529,-0.0773365,0.0927847,0.0941355,1.2501242038200002,0.030647302046418187
T0828TS156_1,0.020410336554050446,14.35,T0828,0.128253,0.07888930000000001,0.129788,0.13938299999999998,0.22676,1.3438554254,0.15458011627197266
T0828TS448_1,0.013160016387701036,14.06,T0828,0.0989754,-0.0114669,-0.034783999999999995,0.122025,0.126919,1.34604546601,0.04193749278783798
T0828TS160_1,0.03910895809531212,14.21,T0828,0.129603,0.00798843,0.0539134,0.152001,0.14416199999999998,1.27888366546,0.0628824383020401
T0828TS133_1,0.03349935635924338,30.820000000000004,T0828,0.0939633,-0.0754449,-0.00880686,0.111839,0.168185,1.23449058722,0.07149680703878403
T0828TS410_1,0.026950081810355183,14.49,T0828,0.166208,0.166311,0.17647100000000002,0.17685,0.23225,1.41810878032,0.053096085786819465
T0828TS212_1,0.2233385294675827,35.8,T0828,0.206995,0.183693,0.231015,0.218459,0.258329,1.45619641553,0.1767321228981018
T0828TS038_5,0.1671268194913864,34.38,T0828,0.187214,0.134454,0.190272,0.187232,0.221888,1.5105538464100001,0.12826231122016907
T0828TS008_1,0.1021842509508133,-1.0,T0828,0.16123800000000002,0.0523951,0.100168,0.152529,0.203319,1.4583419984700001,0.14584195613861084
T0828TS263_1,0.02332667447626591,13.919999999999998,T0828,0.162714,0.131979,0.149273,0.144541,0.217698,1.36183558736,0.048099927604198456
T0828TS268_1,0.03857274353504181,13.64,T0828,0.2349320000000001,0.219066,0.219083,0.228372,0.242727,1.49059498306,0.13304220139980316
T0828TS381_2,0.04111620783805847,11.79,T0828,0.187361,0.147928,0.151857,0.182233,0.218758,1.50619678294,0.06502752751111984
T0828TS008_3,0.06389466673135757,-1.0,T0828,0.145506,-0.00961463,0.0396004,0.150602,0.169173,1.33200157392,0.0931137278676033
T0828TS110_5,0.007696800399571656,13.78,T0828,0.156831,0.0560399,0.0746699,0.149045,0.135762,1.4099017850600002,0.06489790976047516
T0828TS381_3,0.041866384446620934,11.93,T0828,0.184566,0.154354,0.181403,0.180453,0.210162,1.4943723387999999,0.08278071135282516
T0828TS420_2,0.09814681857824326,31.53,T0828,0.162857,0.06466609999999999,0.123233,0.149316,0.202576,1.44433033151,0.19533215463161469
T0828TS171_4,0.010340088047087193,12.07,T0828,0.113024,-0.120598,-0.055906500000000005,0.10847,0.110974,1.24962708719,0.04204846918582916
T0828TS452_3,0.039032291620969765,11.93,T0828,0.173156,0.0832983,0.088288,0.170465,0.214191,1.48541633968,0.07929471880197525
T0828TS420_3,0.07378450036048889,34.52,T0828,0.0920007,-0.0804419,0.000444689,0.117829,0.176677,1.1950889483,0.17573197185993195
T0828TS228_4,0.006978167220950128,11.08,T0828,0.0914618,-0.0393522,0.0393533,0.102948,0.149085,1.2709433156999999,0.04593588784337044
T0828TS300_1,0.08514255285263063,28.69,T0828,0.160028,0.00602464,0.136935,0.16051300000000002,0.138621,1.31185355402,0.08363860845565796
T0828TS237_4,0.024644281715154648,24.86,T0828,0.13233699999999998,-0.0681217,-0.0797039,0.102319,0.0959382,1.25136446943,0.049137622117996216
T0828TS263_2,0.009985364973545073,13.919999999999998,T0828,0.174832,0.21782,0.2366260000000001,0.151331,0.206119,1.35234804974,0.0472070537507534
T0828TS133_5,0.044616684317588806,29.83,T0828,0.11219,0.0437341,0.031269,0.106256,0.137404,1.25271290521,0.08544398844242096
T0828TS251_4,0.06374791264533998,15.62,T0828,0.244156,0.281067,0.255975,0.21525300000000008,0.198763,1.3976918919299999,0.10159607231616974
T0828TS038_2,0.2073679268360138,31.11,T0828,0.216187,0.202071,0.266594,0.234165,0.298427,1.57037785467,0.19509686529636386
T0828TS335_4,0.038950156420469284,13.78,T0828,0.212393,0.105304,0.0673731,0.182107,0.188944,1.50802617189,0.10929790884256364
T0828TS414_4,0.035839878022670746,11.79,T0828,0.193326,0.108675,0.08385930000000001,0.161741,0.214556,1.5116849104299999,0.07541476935148239
T0828TS216_3,0.05551157146692276,17.76,T0828,0.198895,0.274489,0.25952600000000003,0.202055,0.228888,1.4267819778200002,0.09600673615932463
T0828TS335_5,0.03841344267129898,12.07,T0828,0.14454,0.0900954,0.0999916,0.155315,0.198683,1.4784417865600001,0.07541445642709732
T0828TS335_3,0.04340159893035889,12.5,T0828,0.159677,0.107553,0.136449,0.184435,0.223166,1.51032480709,0.0918845161795616
T0828TS251_5,0.026996567845344543,17.190000000000005,T0828,0.290789,0.297768,0.216051,0.198101,0.184752,1.4171274696399998,0.050748806446790695
T0828TS452_2,0.03721396252512932,13.21,T0828,0.189327,0.157712,0.149234,0.173943,0.218773,1.4939622850100005,0.0751441940665245
T0828TS300_5,0.046713076531887054,28.410000000000004,T0828,0.142948,0.00246618,0.14309000000000002,0.158388,0.148351,1.29424984065,0.06663961708545685
T0828TS410_3,0.010641786269843578,12.5,T0828,0.13563,0.118569,0.17006300000000002,0.134623,0.190546,1.4541919666,0.0736628994345665
T0828TS251_1,0.038096506148576736,18.32,T0828,0.212823,0.159113,0.163639,0.212832,0.197957,1.37527017277,0.055237926542758935
T0828TS479_2,0.09883970767259598,16.760000000000005,T0828,0.20565300000000009,0.414994,0.394033,0.232294,0.328563,1.50531612247,0.18528743088245392
T0828TS454_5,0.030878530815243718,16.05,T0828,0.131772,0.111965,0.189626,0.176329,0.190504,1.4338039176800002,0.07200196385383606
T0828TS184_5,0.11320139467716216,26.56,T0828,0.196303,0.0932087,0.139827,0.218535,0.178084,1.4371359035100002,0.10452411323785782
